Citation 1,Citation 2,Conection Type,Text 1,Text 2,Category 1,Category 2
Zevachim 82a:47,Rashi on Zevachim 82a:47:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 82a:48,Rashi on Zevachim 82a:48:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 82a:48,Rashi on Zevachim 82a:48:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 82a:48-51,"Sifra, Tzav, Chapter 8 2",automatic mesorat hashas,Zevachim,"Sifra, Tzav, Chapter 8",Talmud,Midrash
Zevachim 82a:49,Rashi on Zevachim 82a:49:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 82a:49,Rashi on Zevachim 82a:49:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 82a:49,Rashi on Zevachim 82a:49:3,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 82a:51,Rashi on Zevachim 82a:51:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 82a:51,Rashi on Zevachim 82a:51:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 82a:51,Rashi on Zevachim 82a:51:3,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 82a:51,Rashi on Zevachim 82a:51:4,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 82a:54,Rashi on Zevachim 82a:54:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 82a:57,Rashi on Zevachim 82a:57:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 82a:57-58,Menachot 25a:1-2,automatic mesorat hashas,Zevachim,Menachot,Talmud,Talmud
Zevachim 82a:59,Rashi on Zevachim 82a:59:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 82a:61,Rashi on Zevachim 82a:61:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 82a:61,Leviticus 6:23,,Zevachim,Leviticus,Talmud,Tanakh
Zevachim 82a:63,Rashi on Zevachim 82a:63:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 82a:67,Rashi on Zevachim 82a:67:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 82a:69,Rashi on Zevachim 82a:69:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 82a:69,Tosafot on Zevachim 82a:69:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 82a:70,Rashi on Zevachim 82a:70:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 82a:71,Leviticus 7:17,,Zevachim,Leviticus,Talmud,Tanakh
Zevachim 82a:8,Rashi on Zevachim 82a:8:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 82a:9,Tosafot on Zevachim 82a:9:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 82b:1,Tosafot on Zevachim 82b:1:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 82b:10,Rashi on Zevachim 82b:10:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 82b:10,Tosafot on Zevachim 82b:10:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 82b:14,Rashi on Zevachim 82b:14:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 82b:14,Tosafot on Zevachim 82b:14:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 82b:14,Exodus 22:30,,Zevachim,Exodus,Talmud,Tanakh
Zevachim 82b:14-15,Chullin 68a:10-11,automatic mesorat hashas,Zevachim,Chullin,Talmud,Talmud
Zevachim 82b:16,Rashi on Zevachim 82b:16:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 82b:18,Leviticus 10:18,,Zevachim,Leviticus,Talmud,Tanakh
Zevachim 82b:2,Tosafot on Zevachim 82b:2:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 82b:2,Rashi on Zevachim 82b:2:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 82b:21,Rashi on Zevachim 82b:21:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 82b:21,Rashi on Zevachim 82b:21:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 82b:22,Rashi on Zevachim 82b:22:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 82b:23,Rashi on Zevachim 82b:23:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 82b:23-24,"Sifra, Emor, Chapter 4 17",automatic mesorat hashas,Zevachim,"Sifra, Emor, Chapter 4",Talmud,Midrash
Zevachim 82b:23-24,Mekhilta DeRabbi Shimon Bar Yochai 12:45,automatic mesorat hashas,Zevachim,Mekhilta DeRabbi Shimon Bar Yochai,Talmud,Midrash
Zevachim 82b:25,Rashi on Zevachim 82b:25:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 82b:25,Rashi on Zevachim 82b:25:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 82b:29,Rashi on Zevachim 82b:29:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 82b:29,Rashi on Zevachim 82b:29:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 82b:30-31,Chullin 118b:9-11,automatic mesorat hashas,Zevachim,Chullin,Talmud,Talmud
Zevachim 82b:31,Rashi on Zevachim 82b:31:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 82b:33,Rashi on Zevachim 82b:33:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 82b:33,Tosafot on Zevachim 82b:33:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 82b:35,Rashi on Zevachim 82b:35:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 82b:36,Rashi on Zevachim 82b:36:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 82b:39,Rashi on Zevachim 82b:39:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 82b:41,Rashi on Zevachim 82b:41:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 82b:42,Rashi on Zevachim 82b:42:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 82b:44,Rashi on Zevachim 82b:44:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 82b:46,Rashi on Zevachim 82b:46:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 82b:46,Rashi on Zevachim 82b:46:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 82b:5,Rashi on Zevachim 82b:5:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 82b:6,Rashi on Zevachim 82b:6:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 83a:1,Rashi on Zevachim 83a:1:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 83a:11,Rashi on Zevachim 83a:11:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 83a:12,"Sifra, Acharei Mot, Section 5 4",automatic mesorat hashas,Zevachim,"Sifra, Acharei Mot, Section 5",Talmud,Midrash
Zevachim 83a:12,Leviticus 16:27,,Zevachim,Leviticus,Talmud,Tanakh
Zevachim 83a:14,Rashi on Zevachim 83a:14:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 83a:15,Rashi on Zevachim 83a:15:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 83a:17,Rashi on Zevachim 83a:17:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 83a:19,Rashi on Zevachim 83a:19:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 83a:2,Rashi on Zevachim 83a:2:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 83a:2,Rashi on Zevachim 83a:2:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 83a:23,Rashi on Zevachim 83a:23:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 83a:23,Leviticus 16:28,,Zevachim,Leviticus,Talmud,Tanakh
Zevachim 83a:24,Rashi on Zevachim 83a:24:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 83a:27,Rashi on Zevachim 83a:27:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 83a:27,Tosafot on Zevachim 83a:27:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 83a:31,Rashi on Zevachim 83a:31:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 83a:34,Rashi on Zevachim 83a:34:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 83a:34,Rashi on Zevachim 83a:34:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 83a:36,Rashi on Zevachim 83a:36:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 83a:36,Rashi on Zevachim 83a:36:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 83a:36,Tosafot on Zevachim 83a:36:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 83a:37,Rashi on Zevachim 83a:37:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 83a:37-40,"Sifra, Tzav, Chapter 1 4-5",automatic mesorat hashas,Zevachim,"Sifra, Tzav, Chapter 1",Talmud,Midrash
Zevachim 83a:38,Rashi on Zevachim 83a:38:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 83a:39,Rashi on Zevachim 83a:39:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 83a:39,Rashi on Zevachim 83a:39:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 83a:39,Tosafot on Zevachim 83a:39:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 83a:39,Leviticus 6:2,,Zevachim,Leviticus,Talmud,Tanakh
Zevachim 83a:47,Rashi on Zevachim 83a:47:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 83a:47,Rashi on Zevachim 83a:47:3,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 83a:47,Rashi on Zevachim 83a:47:4,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 83a:47,Rashi on Zevachim 83a:47:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 83a:5,Rashi on Zevachim 83a:5:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 83a:8,Leviticus 16:17,,Zevachim,Leviticus,Talmud,Tanakh
Zevachim 83b:12,Rashi on Zevachim 83b:12:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 83b:12,Tosafot on Zevachim 83b:12:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 83b:14,Rashi on Zevachim 83b:14:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 83b:16,Tosafot on Zevachim 83b:16:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 83b:17-18,Menachot 26b:50-51,automatic mesorat hashas,Zevachim,Menachot,Talmud,Talmud
Zevachim 83b:18,Leviticus 6:3,,Zevachim,Leviticus,Talmud,Tanakh
Zevachim 83b:2,Rashi on Zevachim 83b:2:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 83b:2,Tosafot on Zevachim 83b:2:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 83b:20,Rashi on Zevachim 83b:20:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 83b:25,Rashi on Zevachim 83b:25:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 83b:27,Rashi on Zevachim 83b:27:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 83b:29,Rashi on Zevachim 83b:29:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 83b:31,Rashi on Zevachim 83b:31:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 83b:33,Tosafot on Zevachim 83b:33:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 83b:36-37,"Sifra, Tzav, Chapter 1 2",automatic mesorat hashas,Zevachim,"Sifra, Tzav, Chapter 1",Talmud,Midrash
Zevachim 83b:37,Rashi on Zevachim 83b:37:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 83b:37,Exodus 29:37,,Zevachim,Exodus,Talmud,Tanakh
Zevachim 83b:38,Exodus 29:38,,Zevachim,Exodus,Talmud,Tanakh
Zevachim 83b:39,Rashi on Zevachim 83b:39:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 83b:4,Tosafot on Zevachim 83b:4:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 83b:40,Tosafot on Zevachim 83b:40:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 83b:40,Exodus 29:18,,Zevachim,Exodus,Talmud,Tanakh
Zevachim 83b:43,Rashi on Zevachim 83b:43:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 83b:45,Rashi on Zevachim 83b:45:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 83b:45,Tosafot on Zevachim 83b:45:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 83b:45,Tosafot on Zevachim 83b:45:2,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 83b:5-6,Meilah 7b:8-9,automatic mesorat hashas,Zevachim,Meilah,Talmud,Talmud
Zevachim 83b:51,Rashi on Zevachim 83b:51:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 83b:51,Rashi on Zevachim 83b:51:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 83b:51,Rashi on Zevachim 83b:51:3,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 83b:51,Rashi on Zevachim 83b:51:4,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 83b:53,Rashi on Zevachim 83b:53:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 83b:53,Rashi on Zevachim 83b:53:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 83b:53,Rashi on Zevachim 83b:53:3,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 83b:6,Rashi on Zevachim 83b:6:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 83b:7,Rashi on Zevachim 83b:7:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 84a:10,Numbers 29:18,,Zevachim,Numbers,Talmud,Tanakh
Zevachim 84a:11,Rashi on Zevachim 84a:11:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 84a:12,"Sifra, Tzav, Section 9 4",automatic mesorat hashas,Zevachim,"Sifra, Tzav, Section 9",Talmud,Midrash
Zevachim 84a:12,Meilah 5a:13,automatic mesorat hashas,Zevachim,Meilah,Talmud,Talmud
Zevachim 84a:12,Zevachim 109a:9,automatic mesorat hashas,Zevachim,Zevachim,Talmud,Talmud
Zevachim 84a:12,"Sifra, Acharei Mot, Chapter 10 5",automatic mesorat hashas,Zevachim,"Sifra, Acharei Mot, Chapter 10",Talmud,Midrash
Zevachim 84a:12,"Sifra, Tzav, Chapter 1 7",automatic mesorat hashas,Zevachim,"Sifra, Tzav, Chapter 1",Talmud,Midrash
Zevachim 84a:12,Tosafot on Zevachim 84a:12:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 84a:12,Tosafot on Zevachim 84a:12:2,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 84a:12,Tosafot on Zevachim 84a:12:3,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 84a:12,Niddah 40b:3,automatic mesorat hashas,Zevachim,Niddah,Talmud,Talmud
Zevachim 84a:13,Rashi on Zevachim 84a:13:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 84a:16,Rashi on Zevachim 84a:16:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 84a:17-18,"Sifra, Tzav, Chapter 1 9",automatic mesorat hashas,Zevachim,"Sifra, Tzav, Chapter 1",Talmud,Midrash
Zevachim 84a:18,Rashi on Zevachim 84a:18:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 84a:18,Tosafot on Zevachim 84a:18:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 84a:2,Rashi on Zevachim 84a:2:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 84a:20,"Sifra, Acharei Mot, Section 6 7",automatic mesorat hashas,Zevachim,"Sifra, Acharei Mot, Section 6",Talmud,Midrash
Zevachim 84a:20,"Sifra, Tzav, Chapter 1 8",automatic mesorat hashas,Zevachim,"Sifra, Tzav, Chapter 1",Talmud,Midrash
Zevachim 84a:21,Rashi on Zevachim 84a:21:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 84a:23,Rashi on Zevachim 84a:23:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 84a:24,Rashi on Zevachim 84a:24:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 84a:28,Tosafot on Zevachim 84a:28:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 84a:28,Tosafot on Zevachim 84a:28:2,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 84a:28,Rashi on Zevachim 84a:28:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 84a:28,Leviticus 6:2,,Zevachim,Leviticus,Talmud,Tanakh
Zevachim 84a:3,Rashi on Zevachim 84a:3:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 84a:3,Rashi on Zevachim 84a:3:3,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 84a:3,Rashi on Zevachim 84a:3:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 84a:30,"Sifra, Tzav, Chapter 13 3",automatic mesorat hashas,Zevachim,"Sifra, Tzav, Chapter 13",Talmud,Midrash
Zevachim 84a:30,Tosafot on Zevachim 84a:30:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 84a:32,Rashi on Zevachim 84a:32:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 84a:33,Temurah 28a:1-2,automatic mesorat hashas,Zevachim,Temurah,Talmud,Talmud
Zevachim 84a:33,Zevachim 112a:27,automatic mesorat hashas,Zevachim,Zevachim,Talmud,Talmud
Zevachim 84a:34-84b:1,Chullin 88b:5-8,automatic mesorat hashas,Zevachim,Chullin,Talmud,Talmud
Zevachim 84a:36-84b:1,Menachot 25b:36-38,automatic mesorat hashas,Zevachim,Menachot,Talmud,Talmud
Zevachim 84a:36-84b:1,"Sifra, Metzora Parashat Zavim, Section 2 8",automatic mesorat hashas,Zevachim,"Sifra, Metzora Parashat Zavim, Section 2",Talmud,Midrash
Zevachim 84a:36-84b:1,"Sifra, Metzora Parashat Zavim, Chapter 8 3",automatic mesorat hashas,Zevachim,"Sifra, Metzora Parashat Zavim, Chapter 8",Talmud,Midrash
Zevachim 84a:36-84b:1,"Sifra, Shemini, Section 6 4",automatic mesorat hashas,Zevachim,"Sifra, Shemini, Section 6",Talmud,Midrash
Zevachim 84a:36-84b:1,"Sifra, Metzora Parashat Zavim, Chapter 2 6",automatic mesorat hashas,Zevachim,"Sifra, Metzora Parashat Zavim, Chapter 2",Talmud,Midrash
Zevachim 84a:36-84b:1,"Sifra, Vayikra Dibbura d'Chovah, Chapter 22 10",automatic mesorat hashas,Zevachim,"Sifra, Vayikra Dibbura d'Chovah, Chapter 22",Talmud,Midrash
Zevachim 84a:36-84b:1,"Sifra, Vayikra Dibbura d'Chovah, Chapter 20 2",automatic mesorat hashas,Zevachim,"Sifra, Vayikra Dibbura d'Chovah, Chapter 20",Talmud,Midrash
Zevachim 84a:36-84b:1,"Sifra, Metzora Parashat Zavim, Chapter 2 4",automatic mesorat hashas,Zevachim,"Sifra, Metzora Parashat Zavim, Chapter 2",Talmud,Midrash
Zevachim 84a:36-84b:1,"Sifra, Emor, Chapter 20 6",automatic mesorat hashas,Zevachim,"Sifra, Emor, Chapter 20",Talmud,Midrash
Zevachim 84a:36-84b:1,"Sifra, Acharei Mot, Chapter 11 11",automatic mesorat hashas,Zevachim,"Sifra, Acharei Mot, Chapter 11",Talmud,Midrash
Zevachim 84a:36-84b:1,"Sifra, Tzav, Chapter 1 8",automatic mesorat hashas,Zevachim,"Sifra, Tzav, Chapter 1",Talmud,Midrash
Zevachim 84a:36-84b:1,"Sifra, Bechukotai, Chapter 10 12",automatic mesorat hashas,Zevachim,"Sifra, Bechukotai, Chapter 10",Talmud,Midrash
Zevachim 84a:36-84b:1,"Sifra, Acharei Mot, Chapter 9 6",automatic mesorat hashas,Zevachim,"Sifra, Acharei Mot, Chapter 9",Talmud,Midrash
Zevachim 84a:4,Rashi on Zevachim 84a:4:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 84a:5,Rashi on Zevachim 84a:5:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 84a:6,Rashi on Zevachim 84a:6:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 84a:7,Rashi on Zevachim 84a:7:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 84a:8,Rashi on Zevachim 84a:8:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 84b:1,Meilah 3a:11,automatic mesorat hashas,Zevachim,Meilah,Talmud,Talmud
Zevachim 84b:1,Rashi on Zevachim 84b:1:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 84b:1,Tosafot on Zevachim 84b:1:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 84b:1,Rashi on Zevachim 84b:1:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 84b:2,Rashi on Zevachim 84b:2:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 84b:3,Rashi on Zevachim 84b:3:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 84b:3,Rashi on Zevachim 84b:3:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 84b:3,Rashi on Zevachim 84b:3:3,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 84b:3,Rashi on Zevachim 84b:3:4,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 84b:3,Rashi on Zevachim 84b:3:5,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 84b:3,Tosafot on Zevachim 84b:3:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 84b:4,Menachot 48b:24,automatic mesorat hashas,Zevachim,Menachot,Talmud,Talmud
Zevachim 84b:4,Rashi on Zevachim 84b:4:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 84b:4,Rashi on Zevachim 84b:4:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 84b:5,Rashi on Zevachim 84b:5:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 84b:7,Rashi on Zevachim 84b:7:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 84b:7-8,Zevachim 111b:28,automatic mesorat hashas,Zevachim,Zevachim,Talmud,Talmud
Zevachim 85a:1,Rashi on Zevachim 85a:1:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 85a:1,Tosafot on Zevachim 85a:1:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 85a:12,Rashi on Zevachim 85a:12:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 85a:13,Rashi on Zevachim 85a:13:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 85a:15,Rashi on Zevachim 85a:15:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 85a:16,Rashi on Zevachim 85a:16:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 85a:17,Rashi on Zevachim 85a:17:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 85a:18,Rashi on Zevachim 85a:18:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 85a:18,Rashi on Zevachim 85a:18:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 85a:19,Rashi on Zevachim 85a:19:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 85a:22,Rashi on Zevachim 85a:22:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 85a:23,Rashi on Zevachim 85a:23:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 85a:25,Rashi on Zevachim 85a:25:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 85a:26,Rashi on Zevachim 85a:26:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 85a:26,Rashi on Zevachim 85a:26:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 85a:3,Rashi on Zevachim 85a:3:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 85a:3,Rashi on Zevachim 85a:3:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 85a:3,Zevachim 111a:49-111b:1,automatic mesorat hashas,Zevachim,Zevachim,Talmud,Talmud
Zevachim 85a:3,Rashi on Zevachim 85a:3:3,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 85a:32,Rashi on Zevachim 85a:32:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 85a:32,Leviticus 1:6,,Zevachim,Leviticus,Talmud,Tanakh
Zevachim 85a:33,Rashi on Zevachim 85a:33:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 85a:34,Rashi on Zevachim 85a:34:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 85a:35,Rashi on Zevachim 85a:35:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 85a:35,Tosafot on Zevachim 85a:35:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 85a:37,Rashi on Zevachim 85a:37:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
